project,module,STANDARD_LIB,JAVAMOP,RVMONITOR,PROJECT,THIRD_PARTY_LIB,NATIVE,ASPECTJ,OTHER,VIOLATION,ASPECTJ_INSTRUMENTATION,ASPECTJ_RUNTIME,ASPECTJ_OTHER,MONITORING,SPECIFICATION,MOP_AND_AJC,RVMONITOR_LOCK,MONITORING_LOCK,LOCK,UNKNOWN,sum manual,sum profiler
2captcha-2captcha-java,2captcha-2captcha-java,0,0,11,6602,0,0,0,132,0,16569,23,11,17,7,269,0,3,0,0,23644,23644
3redronin-mu-server,3redronin-mu-server,0,0,226,15403,0,0,0,522,8,16453,138,16,902,341,164,51,120,4205,0,38549,38549
520github-fw-parallel-task,520github-fw-parallel-task,0,0,0,6,0,0,0,43,0,448,1,0,9,5,70,0,0,5995,0,6577,6577
520github-fw-perf-test,520github-fw-perf-test,0,0,0,2,0,0,0,40,0,510,0,0,3,7,175,0,0,500,0,1237,1237
520github-fw-statemachine,520github-fw-statemachine,0,0,1,1,0,0,0,34,0,559,1,0,5,6,185,0,0,0,0,792,792
6tail-lunar-java,6tail-lunar-java,0,0,17,126,0,0,0,78,0,2742,2,1,6,13,219,3,13,0,0,3220,3220
6tail-tyme4j,6tail-tyme4j,0,0,8,39,0,0,0,64,0,1273,1,0,11,29,162,0,1,0,0,1588,1588
abahgat-suffixtree,abahgat-suffixtree,0,0,147,18,0,0,0,159,0,650,3,0,29,15,187,25,28,0,0,1261,1261
AccelerationNet-access2csv,AccelerationNet-access2csv,0,0,4,9,0,0,0,38,1,783,17,0,13,12,71,0,1,0,0,949,949
acegi-xml-format-maven-plugin,acegi-xml-format-maven-plugin,0,0,6,128,0,0,0,102,0,11736,39,5,9,10,192,0,0,0,0,12227,12227
actiontech-dble,actiontech-dble,0,0,28,1941,0,0,0,289,0,29969,174,35,9,18,139,3,9,0,0,32614,32614
AdamBien-jwtenizr,AdamBien-jwtenizr,0,0,3,109,0,0,0,65,0,2777,45,1,14,7,225,0,0,0,0,3246,3246
AdamBien-xplr,AdamBien-xplr,0,0,2,20,0,0,0,44,0,557,1,0,9,5,158,0,0,0,0,796,796
addthis-stream-lib,addthis-stream-lib,0,0,27012,25806,0,0,0,8997,20,3452,225,0,1786,246678,448,4144,19891,0,0,338459,338459
adobe-htl-tck,adobe-htl-tck,0,0,2,46,0,0,0,47,0,1825,197,0,6,7,111,0,3,0,0,2244,2244
aehrc-ontology-core,ontology-import,0,0,3,46,0,0,0,54,0,1967,6,0,11,6,68,0,0,0,0,2161,2161
aehrc-ontology-core,ontology-model,0,0,9,224,0,0,0,151,0,20950,122,16,13,9,190,0,1,0,0,21685,21685
aelstad-keccakj,aelstad-keccakj,0,0,1578,14810,0,0,0,589,16,935,517,0,60,61,81,97,94,1,0,18839,18839
aerogear-aerogear-unifiedpush-java-client,aerogear-aerogear-unifiedpush-java-client,0,0,107,338,0,0,0,429,1,34293,52,7,43,25,500,19,27,0,0,35841,35841
afranken-jmeter-analysis-maven-plugin,afranken-jmeter-analysis-maven-plugin,0,0,7,265,0,0,0,83,0,6158,130,4,11,13,129,0,2,0,0,6802,6802
Afrozaar-wp-api-v2-client-java,Afrozaar-wp-api-v2-client-java,0,0,7,193,0,0,0,98,0,7973,170,5,11,9,109,1,1,0,0,8577,8577
afrunt-jach,afrunt-jach,0,0,37,80,0,0,0,39,1,1396,3,0,8,15,130,3,4,0,0,1716,1716
agarciadom-xeger,agarciadom-xeger,0,0,3515,1209,0,0,0,1873,1,2029,0,1,441,240,164,697,1068,0,0,11238,11238
agentgt-jatl,agentgt-jatl,0,0,3,8,0,0,0,45,0,661,2,1,7,5,186,0,0,0,0,918,918
agido-malter-logback-elasticsearch-appender,agido-malter-logback-elasticsearch-appender,0,0,2,20,0,0,0,85,0,1786,27,0,8,5,233,0,0,0,0,2166,2166
agiledon-payroll-ddd,agiledon-payroll-ddd,0,0,9,158,0,0,0,104,0,12400,29,4,13,12,120,1,2,0,0,12852,12852
AgNO3-jcifs-ng,AgNO3-jcifs-ng,0,0,4,85,0,0,0,111,0,3300,11,1,9,10,259,0,0,0,0,3790,3790
agoncal-agoncal-application-petstore-ee7,agoncal-agoncal-application-petstore-ee7,0,0,47,189,0,0,0,120,0,13476,21,0,15,17,94,7,9,0,0,13995,13995
agrison-redux4j,agrison-redux4j,0,0,2,430,0,0,0,52,0,2871,150,0,13,9,69,0,0,1,0,3597,3597
aidhog-blabel,aidhog-blabel,0,0,8,19,0,0,0,42,0,1035,130,0,9,9,73,0,1,0,0,1326,1326
ainslec-picocog,ainslec-picocog,0,0,2,2,0,0,0,39,0,449,1,0,8,11,160,0,0,0,0,672,672
ajantis-java-crdt,ajantis-java-crdt,0,0,3,11,0,0,0,46,1,716,0,0,10,4,114,0,0,0,0,905,905
akamai-NetStorageKit-Java,akamai-NetStorageKit-Java,0,0,2,26,0,0,0,46,1,824,1,0,11,5,178,0,0,0,0,1094,1094
AlanDelip-SpringBoot-Template,AlanDelip-SpringBoot-Template,0,0,3,369,0,0,0,176,0,17065,209,13,17,8,254,1,4,0,0,18119,18119
alanhay-html-exporter,alanhay-html-exporter,0,0,262,856,0,0,0,360,1,31354,745,26,19,34,253,37,41,0,0,33988,33988
albfernandez-itext2,albfernandez-itext2,0,0,742,769,0,0,0,430,7,16475,70,8,65,69,239,123,326,3,0,19326,19326
albfernandez-javadbf,albfernandez-javadbf,0,0,26,1748,0,0,0,159,0,1226,18,0,892,412,77,2,1775,0,0,6335,6335
aled-jsi,aled-jsi,0,0,116,79,0,0,0,191,7,2528,38,0,19,15,199,12,20,0,0,3224,3224
aleksandr-m-gitflow-maven-plugin,aleksandr-m-gitflow-maven-plugin,0,0,1,17,0,0,0,152,1,1252,12,1,9,11,77,0,0,0,0,1533,1533
alessio29-savagebot,alessio29-savagebot,0,0,55,303,0,0,0,199,0,13289,1291,7,18,18,211,8,13,0,0,15412,15412
alex2chen-j-statemachine,alex2chen-j-statemachine,0,0,2,2,0,0,0,39,0,574,1,0,6,11,181,0,0,0,0,816,816
alexcojocaru-elasticsearch-maven-plugin,alexcojocaru-elasticsearch-maven-plugin,0,0,102,347,0,0,0,240,0,14852,154,7,20,15,209,24,13,0,0,15983,15983
alexnederlof-Jasper-report-maven-plugin,alexnederlof-Jasper-report-maven-plugin,0,0,34,215,0,0,0,192,1,6917,53,1,17,10,87,10,19,19529,0,27085,27085
AlexP11223-JavaSpringMvcBlog,AlexP11223-JavaSpringMvcBlog,0,0,4,105,0,0,0,70,0,3240,141,1,11,9,81,0,2,0,0,3664,3664
alexr007-ultimate8,alexr007-ultimate8,0,0,1,4,0,0,0,39,0,677,1,0,7,6,79,0,0,0,0,814,814
alfasoftware-soapstone,alfasoftware-soapstone,0,0,432,2622,0,0,0,544,0,26527,230,20,62,54,228,113,148,3,0,30983,30983
alibaba-rsocket-broker-rsocket-broker-gateway-mqtt,alibaba-rsocket-broker-rsocket-broker-gateway-mqtt,0,0,1,248,0,0,0,137,0,3171,51,0,10,7,339,0,0,1,0,3965,3965
alipay-ams-java-sdk,alipay-ams-java-sdk,0,0,3,140,0,0,0,116,0,4080,78,1,14,9,155,0,1,0,0,4597,4597
aliyun-aliyun-log-flink-connector,aliyun-aliyun-log-flink-connector,0,0,0,8,0,0,0,42,0,501,6,0,12,6,81,0,0,1,0,657,657
aliyun-aliyun-log-logback-appender,aliyun-aliyun-log-logback-appender,0,0,2,936,0,0,0,115,0,5485,452,5,16,13,144,1,1,0,0,7170,7170
almondtools-stringsearchalgorithms,almondtools-stringsearchalgorithms,0,0,14419,3829,0,0,0,5919,3,3764,52,3,745,1324,289,2715,5444,0,0,38506,38506
almson-almson-refcount,almson-almson-refcount,0,0,0,2,0,0,0,468,0,534,0,0,0,0,0,0,0,7285,0,8289,8289
alt236-apkdetails,alt236-apkdetails,0,0,1,27,0,0,0,51,0,981,1,0,14,9,171,0,0,0,0,1255,1255
amazon-archives-amazon-kinesis-connectors,amazon-archives-amazon-kinesis-connectors,0,0,16,430,0,0,0,184,0,18549,708,13,15,10,607,0,4,1,0,20537,20537
amazon-archives-aws-dynamodb-stream-eventbridge-fanout,amazon-archives-aws-dynamodb-stream-eventbridge-fanout,0,0,105,412,0,0,0,194,0,17840,68,8,16,22,120,21,12,2,0,18820,18820
amazon-archives-aws-request-signing-apache-interceptor,amazon-archives-aws-request-signing-apache-interceptor,0,0,2,11,0,0,0,45,0,965,3,0,9,6,151,0,0,0,0,1192,1192
amazon-archives-aws-ssm-java-caching-client,amazon-archives-aws-ssm-java-caching-client,0,0,265,421,0,0,0,337,0,18909,79,5,19,22,122,41,37,0,0,20257,20257
amazon-archives-dynamodb-key-diagnostics-library,amazon-archives-dynamodb-key-diagnostics-library,0,0,135,442,0,0,0,178,0,18285,75,9,21,17,292,16,37,90,0,19597,19597
amazon-archives-pocket-etl,amazon-archives-pocket-etl,0,0,883,4938,0,0,0,1210,1,35658,155,21,63,53,134,186,118,78,0,43498,43498
amazon-ion-ion-docs,amazon-ion-ion-docs,0,0,721,0,0,0,0,217,0,2076,62,0,30,54,193,129,125,0,0,3607,3607
amihaiemil-docker-java-api,amihaiemil-docker-java-api,0,0,6,147,0,0,0,91,0,3088,82,1,7,8,73,0,1,1,0,3505,3505
amihaiemil-zold-java-client,amihaiemil-zold-java-client,0,0,1,74,0,0,0,64,0,3263,32,0,12,10,211,0,1,0,0,3668,3668
amzn-amazon-pay-api-sdk-java,amzn-amazon-pay-api-sdk-java,0,0,217,644,0,0,0,504,6,49915,155,17,70,72,331,30,67,0,0,52028,52028
andree-surya-moji4j,andree-surya-moji4j,0,0,1,4,0,0,0,49,0,521,0,0,8,10,177,0,1,0,0,771,771
andylamp-BPlusTree,andylamp-BPlusTree,0,0,1480,50900,0,0,0,277,0,853,0,0,45,113,116,24,201,0,0,54009,54009
Ant-Grand-Grand,Ant-Grand-Grand,0,0,945,649,0,0,0,208,2,8158,108,10,97,56,193,163,135,0,0,10724,10724
antherd-sm-crypto,antherd-sm-crypto,0,0,1,821,0,0,0,125,0,563,1,0,2,7,154,0,1,0,0,1675,1675
Antibrumm-jackson-antpathfilter,Antibrumm-jackson-antpathfilter,0,0,2,51,0,0,0,2129,0,4156,7,3,7,7,49,0,1,14559,0,20971,20971
antlr-antlrworks,antlr-antlrworks,0,0,5,32,0,0,0,48,0,1891,0,0,7,8,150,2,3,0,0,2146,2146
antlr-stringtemplate3,antlr-stringtemplate3,0,0,10,59,0,0,0,75,0,2817,7,1,9,5,92,0,1,0,0,3076,3076
anubhavshukla-properties-to-yaml-converter,anubhavshukla-properties-to-yaml-converter,0,0,1,10,0,0,0,45,0,550,1,0,4,5,183,0,0,0,0,799,799
apache-commons-cli,apache-commons-cli,0,0,3,29,0,0,0,209,0,2985,2,0,11,13,236,0,1,0,0,3489,3489
apache-commons-codec,apache-commons-codec,0,0,953,4288,0,0,0,986,4,3341,1,0,48,56,239,159,284,0,0,10359,10359
apache-commons-compress,apache-commons-compress,0,0,2389,5363,0,0,0,3358,40,45219,394,30,413,377,132,477,2240,524,0,60956,60956
apache-commons-graph,apache-commons-graph,0,0,1106,1078,0,0,0,672,18,3030,5,2,104,597,309,292,1116,0,0,8329,8329
apache-commons-imaging,apache-commons-imaging,0,0,8431,7235,0,0,0,3458,12,6902,1207,1,978,1100,240,2295,9776,0,0,41635,41635
apache-commons-jxpath,apache-commons-jxpath,0,0,16,706,0,0,0,119,2,4454,119,1,14,13,251,1,14,0,0,5710,5710
apache-dubbo-hessian-lite,apache-dubbo-hessian-lite,0,0,9,64,0,0,0,57,0,1813,0,1,8,9,225,0,3,2973,0,5162,5162
apache-dubbo-rpc-jsonrpc,apache-dubbo-rpc-jsonrpc,0,0,5,352,0,0,0,76,0,6893,83,3,7,12,82,1,1,0,0,7515,7515
apache-flink-benchmarks,apache-flink-benchmarks,0,0,5,120,0,0,0,114,1,7896,44,3,13,8,86,0,0,0,0,8290,8290
apache-maven-clean-plugin,apache-maven-clean-plugin,0,0,50,13,0,0,0,387,3,9321,478,5,23,20,180,18,40,0,0,10538,10538
apache-maven-compiler-plugin,apache-maven-compiler-plugin,0,0,135,389,0,0,0,590,15,21962,303,10,22,41,313,53,78,2,0,23913,23913
apache-maven-deploy-plugin,apache-maven-deploy-plugin,0,0,544,737,0,0,0,260,13,22722,353,10,88,819,139,83,66,3,0,25837,25837
apache-maven-ear-plugin,apache-maven-ear-plugin,0,0,1,14,0,0,0,49,0,348,1,0,4,8,73,0,0,0,0,498,498
apache-maven-help-plugin,apache-maven-help-plugin,0,0,382,599,0,0,0,458,7,22043,265,9,35,241,171,91,66,0,0,24367,24367
apache-maven-install-plugin,apache-maven-install-plugin,0,0,380,762,0,0,0,272,5,25625,522,10,72,507,175,155,80,0,0,28565,28565
apache-maven-jar-plugin,apache-maven-jar-plugin,0,0,5,7,0,0,0,297,1,8071,260,6,15,13,266,2,4,1,0,8948,8948
apache-maven-jarsigner-plugin,apache-maven-jarsigner-plugin,0,0,114,245,0,0,0,118,0,13625,16,2,16,23,213,19,18,217,0,14626,14626
apache-maven-shade-plugin,apache-maven-shade-plugin,0,0,618,782,0,0,0,226,2,20671,342,4,35,94,159,138,178,0,0,23249,23249
apache-maven-shared-utils,apache-maven-shared-utils,0,0,0,5,0,0,0,41,0,593,0,0,0,0,0,0,0,10,0,649,649
apache-maven-site-plugin,apache-maven-site-plugin,0,0,51,1472,0,0,0,151,7,14559,544,15,25,19,412,12,39,59,0,17365,17365
apache-maven-source-plugin,apache-maven-source-plugin,0,0,62,30,0,0,0,456,10,9849,288,2,22,27,104,27,47,0,0,10924,10924
apache-maven-verifier-plugin,apache-maven-verifier-plugin,0,0,0,11,0,0,0,41,0,517,1,0,6,4,68,0,0,1,0,649,649
apache-maven-war-plugin,apache-maven-war-plugin,0,0,360,798,0,0,0,265,53,12877,328,5,56,54,140,130,285,1,0,15352,15352
apache-pdfbox-jbig2,apache-pdfbox-jbig2,0,0,1,40568,0,0,0,7783,0,1051,0,0,16,7,152,1,9,0,0,49588,49588
apache-sling-org-apache-sling-dynamic-include,apache-sling-org-apache-sling-dynamic-include,0,0,35,128,0,0,0,177,0,12060,269,4,22,17,122,4,8,0,0,12846,12846
apache-sling-org-apache-sling-feature,apache-sling-org-apache-sling-feature,0,0,43,327,0,0,0,149,2,16884,63,4,23,19,208,10,4,0,0,17736,17736
apache-sling-org-apache-sling-query,apache-sling-org-apache-sling-query,0,0,42,41,0,0,0,59,0,2229,119,2,20,12,81,4,5,0,0,2614,2614
apache-sling-org-apache-sling-scripting-sightly,apache-sling-org-apache-sling-scripting-sightly,0,0,232,394,0,0,0,347,0,23674,165,12,30,16,105,50,55,0,0,25080,25080
apache-sling-org-apache-sling-servlets-resolver,apache-sling-org-apache-sling-servlets-resolver,0,0,317,355,0,0,0,456,1,20721,199,11,47,34,329,67,45,0,0,22582,22582
apanimesh061-VaderSentimentJava,apanimesh061-VaderSentimentJava,0,0,1478,378,0,0,0,82,2,1971,2,0,184,100,269,349,596,0,0,5411,5411
apereo-cas-server-security-filter,apereo-cas-server-security-filter,0,0,26,123,0,0,0,79,0,11473,17,1,8,13,189,6,5,0,0,11940,11940
Appdynamics-redis-monitoring-extension,Appdynamics-redis-monitoring-extension,0,0,9,114,0,0,0,73,0,4144,1227,4,16,9,200,0,1,1,0,5798,5798
appnexus-ElasticNet4j,appnexus-ElasticNet4j,0,0,2,3,0,0,0,50,0,719,1,0,10,7,147,0,1,0,0,940,940
AquaticInformatics-aquarius-sdk-java,AquaticInformatics-aquarius-sdk-java,0,0,4,122,0,0,0,114,0,2922,14,2,15,6,367,0,0,0,0,3566,3566
arangodb-jackson-dataformat-velocypack,arangodb-jackson-dataformat-velocypack,0,0,706,1734,0,0,0,1535,6,77120,599,24,134,252,257,133,419,2508,0,85427,85427
arangodb-java-velocypack,arangodb-java-velocypack,0,0,1,11,0,0,0,48,0,1138,0,0,7,10,173,0,1,0,0,1389,1389
archervanderwaal-storm-server,archervanderwaal-storm-server,0,0,4,124,0,0,0,94,1,6323,135,0,15,13,214,3,1,0,0,6927,6927
Ardesco-driver-binary-downloader-maven-plugin,Ardesco-driver-binary-downloader-maven-plugin,0,0,7,2010,0,0,0,135,1,12868,583,8,11,13,517,1,6,27,0,16187,16187
Ardesco-Query,Ardesco-Query,0,0,349,260,0,0,0,350,0,11786,36,5,23,29,277,95,48,0,0,13258,13258
arey-spring-batch-toolkit,arey-spring-batch-toolkit,0,0,37,51,0,0,0,47667,1,17389,96,16,14,111,182,5,5,1402,0,66976,66976
argoproj-labs-argo-client-java,argoproj-labs-argo-client-java,0,0,0,0,0,0,0,119,0,3052,0,0,0,0,0,0,0,68,0,3239,3239
arnaugarcia-sallefy,arnaugarcia-sallefy,0,0,473,847,0,0,0,712,2,37484,634,16,54,243,341,146,74,0,0,41026,41026
asaflevy-SelenuimExtend,asaflevy-SelenuimExtend,0,0,2,9335,0,0,0,48,0,905,1,0,10,5,145,0,0,0,0,10451,10451
Asana-java-asana,Asana-java-asana,0,0,8,73,0,0,0,93,1,3476,365,2,10,10,447,0,2,0,0,4487,4487
asciidoctor-asciidoclet,asciidoctor-asciidoclet,0,0,113,893,0,0,0,346,0,27309,390,11,63,49,159,18,50,1,0,29402,29402
aseldawy-spatialhadoop2,aseldawy-spatialhadoop2,0,0,594,50486,0,0,0,742,1,12920,407,6,156,47,258,162,330,49,0,66158,66158
ashenwgt-awesome-bdd-with-cucumber,ashenwgt-awesome-bdd-with-cucumber,0,0,0,0,0,0,0,102,0,474,0,0,4,7,266,0,0,5395,0,6248,6248
ashish-chopra-Structures,ashish-chopra-Structures,0,0,2,7,0,0,0,47,0,652,4,0,11,8,164,0,0,0,0,895,895
AshisRaj-cucelastic-maven-plugin,AshisRaj-cucelastic-maven-plugin,0,0,61,295,0,0,0,172,0,18911,34,7,17,21,393,9,15,0,0,19935,19935
ashwanthkumar-gocd-janitor,ashwanthkumar-gocd-janitor,0,0,2,84,0,0,0,106,0,4199,172,3,9,8,145,0,1,0,0,4729,4729
ashwanthkumar-slack-java-webhook,ashwanthkumar-slack-java-webhook,0,0,2,23,0,0,0,45,0,875,1,0,5,8,54,0,0,0,0,1013,1013
assertthat-selenium-shutterbug,assertthat-selenium-shutterbug,0,0,1,30,0,0,0,56,0,531,0,0,5,3,187,0,0,0,0,813,813
ATLANTBH-owl,ATLANTBH-owl,0,0,1,21,0,0,0,42,0,872,2,0,14,6,90,0,0,0,0,1048,1048
atorstling-bychan,atorstling-bychan,0,0,14,372,0,0,0,60,0,1438,4,0,8,10,69,0,12,0,0,1987,1987
Atrox-haikunatorjava,Atrox-haikunatorjava,0,0,1,5,0,0,0,86,0,876,1,0,7,7,128,0,0,0,0,1111,1111
atteo-evo-inflector,atteo-evo-inflector,0,0,3,18,0,0,0,134,0,2618,17,0,10,6,168,0,0,0,0,2974,2974
attoparser-attoparser,attoparser-attoparser,0,0,44933,21655,0,0,0,11243,0,1769,338,0,2405,2257,464,3968,15048,0,0,104080,104080
augustd-burp-suite-jsonpath,augustd-burp-suite-jsonpath,0,0,0,5,0,0,0,34,0,301,1,0,7,5,99,0,1,0,0,453,453
aurbroszniowski-os-platform-finder,aurbroszniowski-os-platform-finder,0,0,1,20,0,0,0,40,0,731,1,0,5,10,65,0,0,1,0,874,874
aurbroszniowski-Rainfall-core,aurbroszniowski-Rainfall-core,0,0,16,433,0,0,0,73,1,1798,4,0,52,563,256,4,347,1047,0,4594,4594
autermann-yaml,autermann-yaml,0,0,11,95,0,0,0,95,1,4324,48,1,18,10,54,1,5,0,0,4663,4663
authlete-authlete-java-common,authlete-authlete-java-common,0,0,8,108,0,0,0,90,2,5193,169,1,15,12,223,1,1,0,0,5823,5823
AuthorizeNet-sample-code-java,AuthorizeNet-sample-code-java,0,0,4,2116,0,0,0,169,1,4844,110,2,9,10,97,2,1,14673,0,22038,22038
AuthorizeNet-sdk-java,AuthorizeNet-sdk-java,0,0,3,241,0,0,0,110,0,4959,62,3,8,10,93,0,2,1,0,5492,5492
authorjapps-simulator,authorjapps-simulator,0,0,14,689,0,0,0,101,1,8077,158,5,23,13,240,2,14,2,0,9339,9339
avaje-common-avaje-agentloader,avaje-common-avaje-agentloader,0,0,3,815,0,0,0,59,0,1697,30,2,10,6,221,0,0,0,0,2843,2843
AVMf-avmf,AVMf-avmf,0,0,2,4,0,0,0,52,0,543,0,0,10,8,92,0,0,0,0,711,711
AwakenCN-InChat,AwakenCN-InChat,0,0,0,3,0,0,0,44,0,490,0,0,6,6,193,0,0,0,0,742,742
aws-amazon-neptune-sigv4-signer,aws-amazon-neptune-sigv4-signer,0,0,9,173,0,0,0,105,0,14476,21,1,6,14,268,0,2,0,0,15075,15075
aws-cloudformation-cloudformation-template-schema,aws-cloudformation-cloudformation-template-schema,0,0,2,11,0,0,0,55,0,865,82,0,4,9,245,1,1,1,0,1276,1276
awslabs-amazon-kinesis-scaling-utils,awslabs-amazon-kinesis-scaling-utils,0,0,1,40,0,0,0,61,0,2388,28,2,10,7,177,0,0,0,0,2714,2714
awslabs-amazon-sns-java-extended-client-lib,awslabs-amazon-sns-java-extended-client-lib,0,0,236,385,0,0,0,265,1,19600,20,3,28,24,177,24,44,0,0,20807,20807
awslabs-aws-codepipeline-custom-job-worker,awslabs-aws-codepipeline-custom-job-worker,0,0,63,462,0,0,0,203,1,21601,72,11,18,16,103,4,15,0,0,22569,22569
awslabs-aws-glue-catalog-sync-agent-for-hive,awslabs-aws-glue-catalog-sync-agent-for-hive,0,0,1,89,0,0,0,91,1,5649,47,5,14,9,166,1,0,1,0,6074,6074
awslabs-route53-infima,awslabs-route53-infima,0,0,3055,289,0,0,0,879,7,1246,76,2,106,113,460,443,449,0,0,7125,7125
axelhjalm-bitwig-midi-fighter-twister,axelhjalm-bitwig-midi-fighter-twister,0,0,0,4,0,0,0,41,0,612,0,0,4,5,97,0,0,0,0,763,763
azam-ulidj,azam-ulidj,0,0,1,22,0,0,0,43,0,624,0,0,8,9,153,0,3,0,0,863,863
azige-moebooru-viewer,azige-moebooru-viewer,0,0,4,138,0,0,0,70,0,6287,91,6,9,13,102,0,0,0,0,6720,6720
Azure-azure-functions-java-worker,target,0,0,120,943,0,0,0,736,0,30021,181,6,19,19,296,20,37,5154,0,37552,37552
Azure-Samples-cassandra-proxy,Azure-Samples-cassandra-proxy,0,0,4,100,0,0,0,92,0,4544,67,1,15,9,171,1,2,0,0,5006,5006
badlogic-basis-template,badlogic-basis-template,0,0,3,10,0,0,0,54,0,1380,5,1,7,7,148,0,0,0,0,1615,1615
baidu-smartapp-openapi-java,baidu-smartapp-openapi-java,0,0,626,2040,0,0,0,2655,1,219420,3384,72,256,205,2526,78,157,1,0,231421,231421
Bandwidth-java-bandwidth,Bandwidth-java-bandwidth,0,0,8,221,0,0,0,114,0,7786,67,6,12,12,241,1,1,1,0,8470,8470
BarcodeAPI-server,BarcodeAPI-server,0,0,9,1338,0,0,0,346,0,3962,121,2,18,13,474,1,3,46,0,6333,6333
barrer-translate-online,barrer-translate-online,0,0,2,1603,0,0,0,98,0,3558,274,0,10,8,100,4,4,0,0,5661,5661
Barteks2x-173generator,Barteks2x-173generator,0,0,84,3111,0,0,0,141,0,3234,119,2,43,115,160,10,717,0,0,7736,7736
basdijkstra-tau-rest-assured,basdijkstra-tau-rest-assured,0,0,49,2745,0,0,0,615,1,31253,568,13,30,27,239,4,14,51,0,35609,35609
baswerc-routes,baswerc-routes,0,0,2,97,0,0,0,78,0,8703,63,8,11,10,185,0,0,0,0,9157,9157
bazaarvoice-dropwizard-redirect-bundle,bazaarvoice-dropwizard-redirect-bundle,0,0,1,32,0,0,0,47,0,1186,51,0,13,5,100,0,0,0,0,1435,1435
bazaarvoice-jsonpps,bazaarvoice-jsonpps,0,0,2,68,0,0,0,57,1,3784,32,0,5,7,303,0,1,0,0,4260,4260
bazaarvoice-rison,bazaarvoice-rison,0,0,4,178,0,0,0,154,0,7276,8,2,13,13,328,7,19,0,0,8002,8002
bdupras-guava-probably,bdupras-guava-probably,0,0,571,1233,0,0,0,383,0,3783,63,2,30,16,107,37,54,0,0,6279,6279
BellaDati-belladati-sdk-java,BellaDati-belladati-sdk-java,0,0,78,433,0,0,0,315,3,8403,171,9,19,19,184,5,21,4,0,9664,9664
ben-xo-cdjscrobbler,ben-xo-cdjscrobbler,0,0,44,19,0,0,0,262,0,12720,54,3,12,16,148,9,12,0,0,13299,13299
beothorn-URISchemeHandler,beothorn-URISchemeHandler,0,0,0,2,0,0,0,34,0,409,0,0,6,6,57,0,0,0,0,514,514
berlam-github-bucket,berlam-github-bucket,0,0,14,218,0,0,0,117,0,10752,117,4,12,17,234,3,6,0,0,11494,11494
bernardosulzbach-dungeon,bernardosulzbach-dungeon,0,0,7,135,0,0,0,127,0,3755,4,1,13,12,206,0,4,0,0,4264,4264
berndporr-iirj,berndporr-iirj,0,0,70,151,0,0,0,52,0,947,1,0,8,8,79,3,4,0,0,1323,1323
BestCreater-SSM,BestCreater-SSM,0,0,0,112,0,0,0,39,0,406,0,0,5,7,97,0,0,0,0,666,666
bestyize-DoubanAPI,bestyize-DoubanAPI,0,0,1,462,0,0,0,41,0,575,2,0,7,8,116,0,0,0,0,1212,1212
beyonddream-JRAKE,beyonddream-JRAKE,0,0,3,21,0,0,0,46,0,767,13,0,5,8,76,0,0,0,0,939,939
bfh-evg-unicrypt,bfh-evg-unicrypt,0,0,34955,9456,0,0,0,13232,0,4398,94,1,1760,1027,2027,6567,8729,0,0,82246,82246
bgandon-juli-to-slf4j,bgandon-juli-to-slf4j,0,0,1,26,0,0,0,44,0,1093,3,0,11,6,131,0,0,1,0,1316,1316
binance-binance-connector-java,binance-binance-connector-java,0,0,16,244,0,0,0,167,0,10051,94,7,21,13,196,1,1,0,0,10811,10811
binance-binance-futures-connector-java,binance-binance-futures-connector-java,0,0,10,306,0,0,0,140,0,9358,142,9,22,16,135,2,3,0,0,10143,10143
BingAds-BingAds-Java-SDK,BingAds-BingAds-Java-SDK,0,0,168,6931,0,0,0,735,1,39587,20,14,18,37,110,23,39,0,0,47683,47683
binghe001-mykit-holiday,binghe001-mykit-holiday,0,0,3,55,0,0,0,55,0,2649,454,1,13,7,174,0,0,0,0,3411,3411
bingoohuang-excel2javabeans,bingoohuang-excel2javabeans,0,0,118,849,0,0,0,219,2,22743,1159,9,19,50,168,30,68,0,0,25434,25434
bingoohuang-westid,bingoohuang-westid,0,0,2,270,0,0,0,106,0,6665,829,4,13,15,108,6,32,0,0,8050,8050
biouno-figshare-java-api,biouno-figshare-java-api,0,0,2,26,0,0,0,47,0,1968,67,0,5,11,145,0,0,0,0,2271,2271
biouno-pbs-java-api,biouno-pbs-java-api,0,0,2,1,0,0,0,39,0,468,1,0,7,8,57,0,0,0,0,583,583
bkatwal-kafka-solr-sink-connector,bkatwal-kafka-solr-sink-connector,0,0,1,79,0,0,0,68,0,2831,455,2,10,8,67,0,1,0,0,3522,3522
bkatwal-kafka-util,bkatwal-kafka-util,0,0,7,8497,0,0,0,3000,0,21585,398,13,12,11,449,0,3,846,0,34821,34821
bkiers-atlas,bkiers-atlas,0,0,3,79,0,0,0,59,11,1860,5,0,9,11,174,3,47,0,0,2261,2261
blackbeard334-djoom3,blackbeard334-djoom3,0,0,1,11,0,0,0,37,0,907,2,0,8,6,178,0,0,0,0,1150,1150
blackdoor-hate,blackdoor-hate,0,0,4,124,0,0,0,88,0,5944,41,5,14,10,67,1,0,0,0,6298,6298
Blazemeter-xtn5250,Blazemeter-xtn5250,0,0,15,123,0,0,0,99,2,3976,60,0,15,13,271,3,2,8403,0,12982,12982
blinkfox-jpack-maven-plugin,blinkfox-jpack-maven-plugin,0,0,32,45,0,0,0,468,3,9320,223,4,9,15,161,8,27,16539,0,26854,26854
